code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
6603,APARTMENT,Pinheiros,2500,1230,41,2,0,2,1,72,True,"['FURNISHED', 'KITCHEN', 'LAUNDRY']",-23.560906,-46.674193
6605,APARTMENT,Pinheiros,4000,720,120,3,0,2,0,85,False,[],-23.562637,-46.699166
6608,APARTMENT,Perdizes,1720,600,100,2,0,1,1,60,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.539136,-46.669267
6609,APARTMENT,Higienópolis,3600,3700,994,3,1,3,2,150,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.543167,-46.660711
6610,APARTMENT,Consolação,2800,3341,606,3,1,3,2,220,False,"['AIR_CONDITIONING', 'ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.54677,-46.660364
6612,APARTMENT,Sumarezinho,3000,69,71,2,0,2,1,61,False,[],-23.545002,-46.692907
6613,APARTMENT,Consolação,4000,1042,142,3,1,1,1,90,False,[],-23.550567,-46.660118
6616,APARTMENT,Higienópolis,4500,1990,360,3,1,3,1,128,False,"['BALCONY', 'KITCHEN', 'PARTY_HALL']",-23.54347,-46.657623
6620,APARTMENT,Sumaré,2500,1400,145,2,0,2,1,85,False,[],-23.542368,-46.685057
6624,APARTMENT,Higienópolis,3100,1240,265,3,1,3,0,140,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.554729,-46.663033
6625,APARTMENT,Liberdade,2440,800,,3,0,2,1,72,False,"['BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.561547,-46.633636
6626,APARTMENT,Liberdade,2430,500,,2,0,1,0,80,True,"['FURNISHED', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.566177,-46.637331
6627,APARTMENT,Perdizes,3800,776,299,2,1,2,2,77,False,"['POOL', 'BALCONY', 'GOURMET_BALCONY', 'GYM', 'BARBECUE_GRILL']",-23.532619,-46.686135
6629,APARTMENT,Cerqueira César,4900,970,52,2,0,2,1,77,True,"['FURNISHED', 'SERVICE_AREA', 'SECURITY_24_HOURS', 'GARDEN', 'PLAYGROUND']",-23.559071,-46.680028
6630,APARTMENT,Pinheiros,2800,350,238,2,-,2,1,70,False,"['SERVICE_AREA', 'PETS_ALLOWED', 'BEDROOM_WARDROBE', 'KITCHEN_CABINETS', 'AMERICAN_KITCHEN']",-23.562908,-46.681465
6632,APARTMENT,Pinheiros,3700,1161,152,3,-,1,1,105,False,"['SECURITY_24_HOURS', 'INTERCOM', 'LAUNDRY']",-23.568213,-46.688164
6634,APARTMENT,Perdizes,5000,3500,1105,4,4,5,6,223,False,[],-23.533842,-46.681676
6635,APARTMENT,Perdizes,2800,1129,237,2,2,3,2,68,False,[],-23.531277,-46.682952
6637,APARTMENT,Higienópolis,3800,1070,147,2,1,2,0,88,False,['RECEPTION'],-23.545703,-46.659957
6638,APARTMENT,Higienópolis,2500,800,300,2,-,2,1,90,False,"['GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.544305,-46.65436
6640,APARTMENT,Santa Cecília,3900,983,378,3,1,1,2,100,False,"['SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'SPORTS_COURT', 'TENNIS_COURT']",-23.536175,-46.660775
6641,APARTMENT,Vila Pompéia,2950,880,167,3,0,2,2,70,False,"['POOL', 'BALCONY', 'KITCHEN', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.53418,-46.690935
6642,APARTMENT,Vila Pompéia,2150,750,122,2,-,2,1,60,False,"['POOL', 'SECURITY_24_HOURS']",-23.528687,-46.685394
6644,APARTMENT,Vila Madalena,4500,1285,290,3,1,3,2,112,False,[],-23.551906,-46.691705
6646,APARTMENT,Sumarezinho,4300,350,243,2,1,2,1,96,True,"['FURNISHED', 'BACKYARD', 'INTERCOM']",-23.552556,-46.690113
6650,APARTMENT,Perdizes,2885,822,272,2,1,2,2,55,False,"['POOL', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'PLAYGROUND']",-23.537803,-46.675513
6651,APARTMENT,Vila Madalena,3235,1000,551,3,1,2,2,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.541757,-46.701762
6656,APARTMENT,Vila Madalena,2500,650,100,2,0,2,1,72,False,[],-23.553745,-46.696158
6660,APARTMENT,Liberdade,1700,617,118,2,1,1,1,55,False,"['BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED', 'PLAYGROUND']",-23.560904,-46.633014
6662,APARTMENT,Perdizes,3000,1900,280,3,2,3,2,136,False,[],-23.536289,-46.677989
6665,APARTMENT,Santa Cecília,5000,2974,1013,3,3,4,3,192,False,[],-23.536105,-46.656959
6666,APARTMENT,Perdizes,2430,1242,329,2,1,2,2,80,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PARTY_HALL']",-23.533362,-46.672484
6670,APARTMENT,Higienópolis,1600,1103,220,2,0,2,1,50,False,"['GYM', 'GARAGE', 'ELEVATOR', 'KITCHEN']",-23.547236,-46.653796
6672,APARTMENT,Liberdade,1900,400,,2,0,1,1,45,False,"['POOL', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ALARM_SYSTEM']",-23.559339,-46.623384
6676,APARTMENT,Perdizes,4000,921,44,3,1,3,1,92,False,['RECEPTION'],-23.536938,-46.677053
6677,APARTMENT,Sumarezinho,3000,69,71,2,0,2,1,61,False,[],-23.545002,-46.692907
6679,APARTMENT,Vila Pompéia,2550,1900,346,3,1,3,1,120,False,"['SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.531515,-46.685668
6680,APARTMENT,Vila Pompéia,3200,1000,145,3,1,3,2,78,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'SPORTS_COURT']",-23.53488,-46.69004
6681,APARTMENT,Santa Cecília,4200,1789,312,3,0,2,1,146,False,"['KITCHEN', 'SERVICE_AREA']",-23.538374,-46.654486
6684,APARTMENT,Perdizes,3000,1661,316,3,1,3,1,108,True,"['FURNISHED', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'ALARM_SYSTEM']",-23.53773,-46.672179
6685,APARTMENT,Perdizes,5000,1529,597,3,1,4,2,156,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN']",-23.535188,-46.677954
6686,APARTMENT,Pinheiros,4000,850,200,2,0,1,1,130,False,"['KITCHEN', 'INTERNET_ACCESS']",-23.560703,-46.673096
6693,APARTMENT,Consolação,5000,1900,0,3,1,2,1,198,False,[],-23.551466,-46.66087
6695,APARTMENT,Pinheiros,4000,1920,193,3,0,3,1,130,False,[],-23.560237,-46.68989
6696,APARTMENT,Perdizes,1900,1350,251,3,-,2,1,100,False,[],-23.534441,-46.665779
6698,APARTMENT,Higienópolis,4000,1700,529,3,1,3,1,130,False,['RECEPTION'],-23.54545,-46.657417
6702,APARTMENT,Higienópolis,3000,1956,352,3,1,2,1,136,False,[],-23.543558,-46.656787
6708,APARTMENT,Pinheiros,4500,1280,,3,1,3,2,104,False,"['POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.556765,-46.664792
6711,APARTMENT,Perdizes,2900,1908,297,3,2,1,2,140,False,"['POOL', 'ELEVATOR', 'PARTY_HALL', 'INTERCOM', 'SAFETY_CIRCUIT']",-23.535553,-46.677587
6712,APARTMENT,Cambuci,3000,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.559777,-46.6308
6713,APARTMENT,Cambuci,2900,850,208,2,1,2,0,55,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.559777,-46.6308
6714,APARTMENT,Pinheiros,3990,850,230,2,0,1,1,130,False,['SERVICE_AREA'],-23.560703,-46.673096
6715,APARTMENT,Santa Cecília,4190,1709,756,3,1,3,2,212,False,"['PARTY_HALL', 'COPA']",-23.536437,-46.66064
6722,APARTMENT,Pinheiros,4500,1200,29,3,1,2,1,130,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.562868,-46.676112
6724,APARTMENT,Cambuci,3000,850,208,2,1,2,0,55,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.559777,-46.6308
6732,APARTMENT,Vila Pompéia,3250,,,2,0,2,1,80,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.532766,-46.686742
6734,APARTMENT,Pompeia,3500,780,98,3,1,2,1,127,False,"['GYM', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.532453,-46.682741
6736,APARTMENT,Perdizes,2200,813,38,3,-,2,1,70,False,['SECURITY_24_HOURS'],-23.538063,-46.669599
6737,APARTMENT,Cambuci,3000,850,208,2,1,2,0,55,False,"['ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.559777,-46.6308
6738,APARTMENT,Pinheiros,3900,997,433,2,1,3,2,86,False,['RECEPTION'],-23.563356,-46.689064
6750,APARTMENT,Pinheiros,4300,1445,483,2,1,3,2,86,True,"['FURNISHED', 'POOL', 'GYM', 'AIR_CONDITIONING', 'ELEVATOR']",-23.557695,-46.679215
6751,APARTMENT,Perdizes,2100,1014,0,2,0,2,1,68,False,"['GARAGE', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.534789,-46.686674
6755,APARTMENT,Perdizes,2200,1620,180,3,1,2,1,102,False,['RECEPTION'],-23.535782,-46.672312
6756,APARTMENT,Vila Pompéia,3200,1174,260,2,2,3,2,70,False,"['BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'INTERCOM']",-23.532724,-46.684407
6758,APARTMENT,Barra Funda,2700,595,,2,0,1,0,120,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.532337,-46.663179
6760,APARTMENT,Perdizes,2300,1165,0,2,1,1,1,90,False,[],-23.534253,-46.664908
6762,APARTMENT,Consolação,4220,2000,650,3,0,2,2,208,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.548701,-46.659155
6763,APARTMENT,Vila Madalena,3250,700,196,2,0,1,1,75,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SPORTS_COURT', 'INTERCOM', 'LAUNDRY']",-23.552044,-46.698411
6764,APARTMENT,Vila Buarque,4000,0,0,2,0,1,1,52,False,[],-23.542766,-46.648375
6768,APARTMENT,Pinheiros,3500,998,287,2,0,2,1,10,False,"['POOL', 'BARBECUE_GRILL', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL']",-23.5529,-46.677953
6770,APARTMENT,Pinheiros,2800,667,200,2,-,1,1,67,False,['SECURITY_24_HOURS'],-23.557489,-46.675777
6771,APARTMENT,Pinheiros,3650,866,20,3,-,2,-,95,False,"['KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM', 'SAFETY_CIRCUIT']",-23.562637,-46.699166
6772,APARTMENT,Perdizes,2000,,319,2,-,1,-,83,False,['SECURITY_24_HOURS'],-23.532524,-46.672764
6773,APARTMENT,Pinheiros,4300,1250,485,2,0,2,2,88,False,[],-23.553692,-46.675114
6776,APARTMENT,Perdizes,3200,1442,683,3,1,4,2,121,False,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA']",-23.532673,-46.671661
6780,APARTMENT,Santa Cecília,3900,2417,796,3,1,3,2,128,False,"['POOL', 'BALCONY', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.539033,-46.66102
6787,APARTMENT,Pinheiros,4500,1370,400,2,1,2,2,84,False,[],-23.553692,-46.675114
6788,APARTMENT,Santa Cecília,4800,1980,4500,3,1,4,1,225,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.534561,-46.659955
6790,APARTMENT,Consolação,1350000,1350,265,3,1,3,10,136,False,"['GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'SERVICE_AREA']",-23.548476,-46.660136
6792,APARTMENT,Pinheiros,3000,1050,101,2,0,1,1,76,False,['ELEVATOR'],-23.558393,-46.676739
6796,APARTMENT,Pinheiros,3700,770,96,2,0,1,1,49,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR']",-23.564616,-46.695674
6800,APARTMENT,Pinheiros,4800,1,1,2,1,2,1,60,False,"['BALCONY', 'GYM', 'GOURMET_SPACE', 'SECURITY_24_HOURS', 'PARTY_HALL']",-23.567014,-46.691187
6802,APARTMENT,Pinheiros,4700,2689,838,3,1,3,2,130,False,"['BALCONY', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'DEPOSIT']",-23.553625,-46.693002
6803,APARTMENT,Perdizes,3300,1129,240,2,2,3,2,70,False,"['POOL', 'GYM', 'SECURITY_24_HOURS', 'CHILDRENS_POOL', 'PARTY_HALL']",-23.532724,-46.684407
6807,APARTMENT,Pinheiros,3500,800,150,2,-,1,1,49,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'CONCIERGE_24H']",-23.554783,-46.675623
6808,APARTMENT,Pinheiros,2600,781,218,2,0,1,1,45,False,"['HEATING', 'RECEPTION']",-23.555295,-46.677162
6809,APARTMENT,Santa Cecília,4735,1400,420,3,1,3,1,142,False,"['SERVICE_AREA', 'PARTY_HALL', 'COPA']",-23.535623,-46.659221
6813,APARTMENT,Perdizes,1900,1280,245,3,0,2,0,110,False,[],-23.534441,-46.665779
6814,APARTMENT,Vila Madalena,3000,700,196,2,0,2,1,72,False,[],-23.551925,-46.69846
6818,APARTMENT,Perdizes,2200,813,0,2,0,1,1,70,False,[],-23.538063,-46.669599
6826,APARTMENT,Liberdade,1950,679,80,2,0,2,1,87,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.561547,-46.633636
6828,APARTMENT,Santa Cecília,3660,1560,979,5,4,5,2,280,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE']",-23.541765,-46.658939
6832,APARTMENT,Vila Madalena,3850,1164,296,2,1,1,1,102,False,"['POOL', 'BARBECUE_GRILL', 'PLAYGROUND', 'PARTY_HALL']",-23.552681,-46.690847
6833,APARTMENT,Perdizes,2300,1103,213,2,0,1,1,80,False,"['KITCHEN', 'SERVICE_AREA']",-23.540176,-46.671866
6836,APARTMENT,Liberdade,2200,700,150,2,1,1,1,59,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.556144,-46.629035
6838,APARTMENT,Higienópolis,3510,650,96,2,1,1,1,114,False,"['BARBECUE_GRILL', 'ELEVATOR', 'PARTY_HALL', 'SPORTS_COURT', 'BUILTIN_WARDROBE']",-23.546179,-46.654891
6839,APARTMENT,Liberdade,1900,512,46,2,-,1,1,60,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.559661,-46.636327
6842,APARTMENT,Perdizes,3500,1600,170,3,1,2,1,128,False,"['SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.540159,-46.670074
6845,APARTMENT,Sumarezinho,4500,360,223,2,1,2,1,88,False,[],-23.552556,-46.690113
6848,APARTMENT,Consolação,2300,1085,184,2,0,1,1,94,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'KITCHEN_CABINETS']",-23.549297,-46.653856
6849,APARTMENT,Pinheiros,3900,1200,500,2,1,2,2,72,False,"['POOL', 'GOURMET_BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.558099,-46.68897
6851,APARTMENT,Vila Madalena,3850,1164,296,4,1,3,1,102,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'PLAYGROUND', 'PARTY_HALL']",-23.552681,-46.690847
6852,APARTMENT,Pinheiros,2200,900,50,2,-,2,2,94,False,[],-23.561649,-46.674055
6853,APARTMENT,Higienópolis,4500,1990,350,3,1,2,1,128,False,"['KITCHEN', 'SERVICE_AREA']",-23.54347,-46.657623
6856,APARTMENT,Perdizes,2300,1078,131,2,0,2,1,80,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.531851,-46.677299
6857,APARTMENT,Perdizes,1800,1200,82,2,-,2,1,84,False,"['ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'PARTY_HALL']",-23.531673,-46.683413
6858,APARTMENT,Perdizes,3500,1187,454,3,2,3,2,120,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.532245,-46.682395
6860,APARTMENT,Vila Madalena,2950,1180,179,2,0,2,1,96,False,"['ELEVATOR', 'SERVICE_AREA', 'INTERCOM', 'CABLE_TV']",-23.547931,-46.693109
6861,APARTMENT,Consolação,3500,3340,606,3,1,3,1,220,False,"['AIR_CONDITIONING', 'GARAGE', 'PLAYGROUND', 'NEAR_PUBLIC_TRANSPORT', 'SAUNA']",-23.54677,-46.660364
6862,APARTMENT,Perdizes,4000,1400,450,3,1,2,1,130,False,"['SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'INTERCOM']",-23.537844,-46.66751
6864,APARTMENT,Perdizes,3500,1700,300,4,2,3,1,110,False,[],-23.537031,-46.67131
6865,APARTMENT,Vila Madalena,3000,691,196,2,0,2,1,70,False,[],-23.551925,-46.69846
6867,APARTMENT,Vila Pompéia,1750,759,100,2,0,2,0,60,False,"['POOL', 'KITCHEN', 'SERVICE_AREA']",-23.532439,-46.69084
6869,APARTMENT,Perdizes,2785,1470,160,3,1,2,1,109,False,"['AIR_CONDITIONING', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.540641,-46.671253
6870,APARTMENT,Sumarezinho,3000,918,144,2,-,2,1,70,False,"['GYM', 'BARBECUE_GRILL', 'KITCHEN', 'SECURITY_24_HOURS', 'PLAYGROUND']",-23.552086,-46.689102
6875,APARTMENT,Pompeia,3000,1083,236,2,2,3,2,70,False,"['POOL', 'BALCONY']",-23.532724,-46.684407
6876,APARTMENT,Vila Madalena,3900,980,70,2,-,2,2,70,False,"['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND']",-23.552123,-46.698173
6877,APARTMENT,Perdizes,3000,1900,280,3,2,3,2,136,False,[],-23.536289,-46.677989
6883,APARTMENT,Perdizes,3200,1320,184,3,1,3,1,115,False,"['POOL', 'SECURITY_24_HOURS', 'PARTY_HALL', 'LAUNDRY']",-23.540307,-46.6705
6884,APARTMENT,Perdizes,3500,930,104,3,1,3,1,116,False,[],-23.536938,-46.677053
6886,APARTMENT,Perdizes,3300,,231,3,1,2,0,90,True,"['FURNISHED', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.532013,-46.675401
6887,APARTMENT,Pinheiros,4000,1920,193,3,0,3,1,130,False,[],-23.560237,-46.68989
6889,APARTMENT,Vila Madalena,4200,1250,171,3,1,2,2,115,False,"['POOL', 'SERVICE_AREA', 'KITCHEN_CABINETS']",-23.55473,-46.689598
6892,APARTMENT,Santa Cecília,4200,1520,460,2,1,2,2,88,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'GARAGE', 'PETS_ALLOWED']",-23.533629,-46.658177
6893,APARTMENT,Perdizes,2100,1350,260,2,0,1,1,110,False,[],-23.540668,-46.670422
6898,APARTMENT,Higienópolis,3900,1120,249,3,1,3,1,111,False,[],-23.5471,-46.65665
6902,APARTMENT,Pinheiros,4100,1233,,2,1,1,1,75,False,"['SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.556269,-46.678249
6903,APARTMENT,Vila Madalena,3500,963,83,2,1,2,2,71,False,"['POOL', 'SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.552123,-46.698173
6908,APARTMENT,Santa Cecília,4350,3249,843,4,3,3,3,200,True,"['FURNISHED', 'POOL']",-23.541345,-46.658725
6909,APARTMENT,Vila Madalena,3235,869,340,2,1,2,1,69,False,"['GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.541753,-46.702471
6913,APARTMENT,Cerqueira César,4500,1600,460,2,2,4,2,130,False,"['BALCONY', 'KITCHEN']",-23.557382,-46.678807
6918,APARTMENT,Vila Madalena,3950,1354,235,3,0,2,1,160,True,"['FURNISHED', 'ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.546019,-46.703464
6919,APARTMENT,Liberdade,1300,350,240,2,0,1,0,50,False,['ELEVATOR'],-23.57232,-46.642004
6921,APARTMENT,Pinheiros,2600,438,,2,-,1,-,72,False,[],-23.56886,-46.690975
6926,APARTMENT,Liberdade,1650,419,135,2,0,1,1,48,False,"['POOL', 'KITCHEN_CABINETS']",-23.556144,-46.629035
6927,APARTMENT,Pinheiros,4500,1849,607,3,1,3,2,130,False,[],-23.557799,-46.69025
6928,APARTMENT,Higienópolis,3750,1240,,3,0,1,1,130,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.54433,-46.656842
6937,APARTMENT,Santa Cecília,2600,1460,309,3,0,2,1,95,False,"['GARAGE', 'ELEVATOR', 'KITCHEN', 'HEATING']",-23.537715,-46.656152
6938,APARTMENT,Higienópolis,1572,2700,750,2,2,2,2,70,True,"['FURNISHED', 'POOL', 'AIR_CONDITIONING', 'ELEVATOR', 'SPORTS_COURT']",-23.543903,-46.663087
6939,APARTMENT,Pinheiros,3990,909,299,2,1,1,2,76,False,"['POOL', 'SERVICE_AREA', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_POOL']",-23.56042,-46.688519
6950,APARTMENT,Perdizes,5000,2200,8220,3,1,2,2,152,True,"['FURNISHED', 'BALCONY', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.534372,-46.670874
6952,APARTMENT,Perdizes,4200,1820,3000,3,1,2,2,120,False,[],-23.538509,-46.686956
6959,APARTMENT,Perdizes,3490,1630,366,3,0,2,1,137,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.538446,-46.668834
6966,APARTMENT,Higienópolis,3000,1070,206,2,0,1,0,110,False,"['GYM', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.54545,-46.657417
6967,APARTMENT,Perdizes,2000,1200,1,2,-,2,1,65,False,"['SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'INTERCOM']",-23.533557,-46.67215
6969,APARTMENT,Perdizes,3700,1672,646,4,2,5,2,160,False,"['POOL', 'GOURMET_BALCONY', 'GARAGE', 'ELEVATOR', 'KITCHEN']",-23.536056,-46.686244
6970,APARTMENT,Várzea da Barra Funda,4377,537,160,2,1,2,1,60,False,['KITCHEN'],-23.521735,-46.665861
6978,APARTMENT,Consolação,3900,2434,621,3,0,2,2,306,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.548887,-46.659956
6980,APARTMENT,Vila Madalena,4000,2289,950,3,2,3,3,150,False,['KITCHEN'],-23.552928,-46.691075
6986,APARTMENT,Perdizes,3300,1905,500,3,2,3,2,146,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.53737,-46.676561
6988,APARTMENT,Santa Cecília,1700,1643,165,2,0,2,1,58,False,['RECEPTION'],-23.537715,-46.656152
6998,APARTMENT,Consolação,4880,2042,407,3,1,3,1,189,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.548447,-46.659802
6999,APARTMENT,Higienópolis,4485,1473,394,3,1,3,1,123,False,['SERVICE_AREA'],-23.546294,-46.653694
7003,APARTMENT,Perdizes,3500,4500,1450,4,3,5,3,227,False,"['BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'SECURITY_24_HOURS', 'GARDEN']",-23.536902,-46.674317
7008,APARTMENT,Higienópolis,4125,2100,434,3,1,3,2,170,False,"['SERVICE_AREA', 'PLAYGROUND', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.547696,-46.655613
7016,APARTMENT,Pinheiros,4500,1848,606,3,1,2,2,130,False,"['ELEVATOR', 'KITCHEN']",-23.55913,-46.689437
7018,APARTMENT,Cantinho do Céu,2200,700,,2,0,2,0,68,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.741899,-46.656028
7019,APARTMENT,Pinheiros,3185,980,265,2,1,2,1,70,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.5529,-46.677953
7022,APARTMENT,Perdizes,4700,2500,900,4,2,4,4,180,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN']",-23.534185,-46.678425
7025,APARTMENT,Higienópolis,2190000,3646,367,4,1,3,3,255,False,"['ELEVATOR', 'PLAYGROUND', 'GREEN_SPACE', 'PARTY_HALL', 'HEATING']",-23.54516,-46.655007
7026,APARTMENT,Centro,2868,,136,2,0,1,0,72,False,"['ELEVATOR', 'KITCHEN_CABINETS']",-23.554224,-46.635855
7027,APARTMENT,Pinheiros,4500,1370,400,2,1,2,2,84,False,[],-23.553692,-46.675114
7028,APARTMENT,Consolação,4220,2920,1126,3,3,3,2,160,True,"['FURNISHED', 'POOL', 'AIR_CONDITIONING', 'SERVICE_AREA', 'BUILTIN_WARDROBE']",-23.548164,-46.657844
7029,APARTMENT,Pinheiros,3190,998,286,2,0,1,1,69,False,['PARTY_HALL'],-23.5529,-46.677953
7032,APARTMENT,Pinheiros,4800,900,100,2,-,2,1,68,True,"['FURNISHED', 'KITCHEN', 'PARTY_HALL', 'INTERCOM', 'SAFETY_CIRCUIT']",-23.557799,-46.69025
7036,APARTMENT,Higienópolis,4400,2100,361,3,1,3,1,120,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.547032,-46.65503
7037,APARTMENT,Pinheiros,4900,1500,370,3,1,2,1,107,False,[],-23.558678,-46.673423
7038,APARTMENT,Santa Cecília,4650,3210,73,2,1,3,3,196,False,"['POOL', 'AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.540823,-46.658245
7039,APARTMENT,Pinheiros,4485,805,275,2,1,2,1,60,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.567014,-46.691187
7049,APARTMENT,Pinheiros,3775,900,110,2,0,1,1,85,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
7056,APARTMENT,Vila Madalena,2800,1124,194,3,0,2,1,97,False,"['KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.547931,-46.693109
